Day,Body,PosX,PosY,PosZ,VelX,VelY,VelZ,AccX,AccY,AccZ
0.25,Sun,131.312,0,0,0.00607928,0,0,2.81448e-07,0,0
0.25,Mercury,5.78815e+10,1.03399e+09,0,-855.327,47870,0,-0.0395985,0,0
0.25,Venus,1.08195e+11,7.56432e+08,0,-244.917,35020,0,-0.0113388,0,0
0.25,Earth,1.49597e+11,6.43248e+08,0,-128.121,29780,0,-0.00593152,0,0
0.25,Mars,2.27899e+11,5.19912e+08,0,-55.2008,24070,0,-0.00255559,0,0
0.25,Jupiter,7.785e+11,2.82312e+08,0,-4.72935,13070,0,-0.000218951,0,0
0.25,Saturn,1.433e+12,2.09088e+08,0,-1.4027,9680,0,-6.49396e-05,0,0
0.25,Uranus,2.877e+12,1.4688e+08,0,-0.34739,6800,0,-1.60829e-05,0,0
0.25,Neptune,4.503e+12,1.17288e+08,0,-0.141746,5430,0,-6.5623e-06,0,0
0.5,Sun,393.938,0.218277,0,0.0121586,1.01054e-05,0,2.8145e-07,4.67843e-10,0
0.5,Mercury,5.78446e+10,2.06765e+09,0,-1710.79,47854.7,0,-0.0396048,-0.000707507,0
0.5,Venus,1.08184e+11,1.51283e+09,0,-489.84,35018.3,0,-0.011339,-7.92802e-05,0
0.5,Earth,1.49592e+11,1.28648e+09,0,-256.243,29779.4,0,-0.00593157,-2.55053e-05,0
0.5,Mars,2.27896e+11,1.03982e+09,0,-110.402,24069.9,0,-0.0025556,-5.83101e-06,0
0.5,Jupiter,7.785e+11,5.64624e+08,0,-9.4587,13070,0,-0.000218951,-7.94406e-08,0
0.5,Saturn,1.433e+12,4.18176e+08,0,-2.80539,9680,0,-6.49396e-05,-9.39948e-09,0
0.5,Uranus,2.877e+12,2.9376e+08,0,-0.69478,6800,0,-1.60829e-05,-8.16197e-10,0
0.5,Neptune,4.503e+12,2.34576e+08,0,-0.283491,5430,0,-6.5623e-06,-1.69955e-10,0
0.75,Sun,787.876,0.873153,0,0.0182379,3.03183e-05,0,2.81448e-07,9.35783e-10,0
0.75,Mercury,5.77891e+10,3.10066e+09,0,-2566.12,47824.1,0,-0.0395985,-0.00141547,0
0.75,Venus,1.08168e+11,2.26915e+09,0,-734.758,35014.9,0,-0.0113388,-0.000158568,0
0.75,Earth,1.49583e+11,1.9297e+09,0,-384.363,29778.3,0,-0.00593152,-5.10116e-05,0
0.75,Mars,2.27893e+11,1.55973e+09,0,-165.602,24069.6,0,-0.00255559,-1.16621e-05,0
0.75,Jupiter,7.78499e+11,8.46936e+08,0,-14.1881,13070,0,-0.000218951,-1.58881e-07,0
0.75,Saturn,1.433e+12,6.27264e+08,0,-4.20809,9680,0,-6.49396e-05,-1.8799e-08,0
0.75,Uranus,2.877e+12,4.4064e+08,0,-1.04217,6800,0,-1.60829e-05,-1.63239e-09,0
0.75,Neptune,4.503e+12,3.51864e+08,0,-0.425237,5430,0,-6.5623e-06,-3.3991e-10,0
1,Sun,1313.12,2.18297,0,0.024317,6.06398e-05,0,2.81442e-07,1.40377e-09,0
1,Mercury,5.77152e+10,4.13267e+09,0,-3421.04,47778.3,0,-0.0395795,-0.00212365,0
1,Venus,1.08147e+11,3.02536e+09,0,-979.657,35009.7,0,-0.0113379,-0.00023786,0
1,Earth,1.49572e+11,2.57287e+09,0,-512.481,29776.7,0,-0.00593135,-7.65183e-05,0
1,Mars,2.27888e+11,2.07962e+09,0,-220.803,24069.2,0,-0.00255557,-1.74932e-05,0
1,Jupiter,7.78499e+11,1.12925e+09,0,-18.9174,13070,0,-0.000218951,-2.38322e-07,0
1,Saturn,1.433e+12,8.36352e+08,0,-5.61079,9680,0,-6.49396e-05,-2.81984e-08,0
1,Uranus,2.877e+12,5.8752e+08,0,-1.38956,6800,0,-1.60829e-05,-2.44859e-09,0
1,Neptune,4.503e+12,4.69152e+08,0,-0.566983,5430,0,-6.5623e-06,-5.09864e-10,0
1.25,Sun,1969.68,4.36608,0,0.030396,0.00010107,0,2.81433e-07,1.87176e-09,0
1.25,Mercury,5.76229e+10,5.16336e+09,0,-4275.27,47717.1,0,-0.0395479,-0.00283184,0
1.25,Venus,1.08121e+11,3.78142e+09,0,-1224.53,35002.9,0,-0.0113365,-0.000317152,0
1.25,Earth,1.49558e+11,3.216e+09,0,-640.592,29774.5,0,-0.00593108,-0.000102025,0
1.25,Mars,2.27882e+11,2.59951e+09,0,-276.002,24068.7,0,-0.00255554,-2.33243e-05,0
1.25,Jupiter,7.78498e+11,1.41156e+09,0,-23.6468,13070,0,-0.000218951,-3.17762e-07,0
1.25,Saturn,1.433e+12,1.04544e+09,0,-7.01348,9680,0,-6.49396e-05,-3.75979e-08,0
1.25,Uranus,2.877e+12,7.344e+08,0,-1.73695,6800,0,-1.60829e-05,-3.26479e-09,0
1.25,Neptune,4.503e+12,5.8644e+08,0,-0.708729,5430,0,-6.5623e-06,-6.79819e-10,0
1.5,Sun,2757.53,7.6408,0,0.0364746,0.000151607,0,2.81419e-07,2.3397e-09,0
1.5,Mercury,5.75121e+10,6.19239e+09,0,-5128.55,47640.6,0,-0.0395035,-0.0035398,0
1.5,Venus,1.08089e+11,4.5373e+09,0,-1469.35,34994.3,0,-0.0113346,-0.00039644,0
1.5,Earth,1.49542e+11,3.85907e+09,0,-768.695,29771.7,0,-0.00593069,-0.000127531,0
1.5,Mars,2.27875e+11,3.11938e+09,0,-331.201,24068.1,0,-0.00255549,-2.91554e-05,0
1.5,Jupiter,7.78498e+11,1.69387e+09,0,-28.3761,13070,0,-0.000218951,-3.97203e-07,0
1.5,Saturn,1.433e+12,1.25453e+09,0,-8.41618,9680,0,-6.49396e-05,-4.69974e-08,0
1.5,Uranus,2.877e+12,8.8128e+08,0,-2.08434,6800,0,-1.60829e-05,-4.08098e-09,0
1.5,Neptune,4.503e+12,7.03728e+08,0,-0.850474,5430,0,-6.5623e-06,-8.49774e-10,0
1.75,Sun,3676.67,12.2254,0,0.0425529,0.00021225,0,2.81402e-07,2.80754e-09,0
1.75,Mercury,5.73829e+10,7.21945e+09,0,-5980.59,47548.9,0,-0.0394465,-0.0042473,0
1.75,Venus,1.08052e+11,5.29295e+09,0,-1714.13,34984,0,-0.0113321,-0.00047572,0
1.75,Earth,1.49523e+11,4.50207e+09,0,-896.787,29768.4,0,-0.0059302,-0.000153037,0
1.75,Mars,2.27867e+11,3.63923e+09,0,-386.398,24067.4,0,-0.00255543,-3.49864e-05,0
1.75,Jupiter,7.78497e+11,1.97618e+09,0,-33.1054,13070,0,-0.000218951,-4.76643e-07,0
1.75,Saturn,1.433e+12,1.46362e+09,0,-9.81887,9680,0,-6.49396e-05,-5.63969e-08,0
1.75,Uranus,2.877e+12,1.02816e+09,0,-2.43173,6800,0,-1.60829e-05,-4.89718e-09,0
1.75,Neptune,4.503e+12,8.21016e+08,0,-0.99222,5430,0,-6.5623e-06,-1.01973e-09,0
2,Sun,4727.1,18.3381,0,0.0486308,0.000282996,0,2.81381e-07,3.27524e-09,0
2,Mercury,5.72354e+10,8.24419e+09,0,-6831.13,47441.9,0,-0.0393767,-0.00495412,0
2,Venus,1.0801e+11,6.04835e+09,0,-1958.84,34972,0,-0.0113291,-0.000554989,0
2,Earth,1.495e+11,5.14498e+09,0,-1024.87,29764.6,0,-0.0059296,-0.000178541,0
2,Mars,2.27857e+11,4.15907e+09,0,-441.594,24066.5,0,-0.00255536,-4.08174e-05,0
2,Jupiter,7.78496e+11,2.25849e+09,0,-37.8348,13070,0,-0.000218951,-5.56084e-07,0
2,Saturn,1.433e+12,1.6727e+09,0,-11.2216,9679.99,0,-6.49396e-05,-6.57963e-08,0
2,Uranus,2.877e+12,1.17504e+09,0,-2.77912,6800,0,-1.60829e-05,-5.71338e-09,0
2,Neptune,4.503e+12,9.38304e+08,0,-1.13397,5430,0,-6.5623e-06,-1.18968e-09,0
2.25,Sun,5908.79,26.197,0,0.0547081,0.000363839,0,2.81357e-07,3.74274e-09,0
2.25,Mercury,5.70695e+10,9.2663e+09,0,-7679.88,47319.6,0,-0.0392942,-0.00566002,0
2.25,Venus,1.07962e+11,6.80345e+09,0,-2203.47,34958.3,0,-0.0113255,-0.000634243,0
2.25,Earth,1.49475e+11,5.7878e+09,0,-1152.93,29760.2,0,-0.00592889,-0.000204043,0
2.25,Mars,2.27846e+11,4.67888e+09,0,-496.788,24065.5,0,-0.00255528,-4.66482e-05,0
2.25,Jupiter,7.78495e+11,2.5408e+09,0,-42.5641,13069.9,0,-0.000218951,-6.35524e-07,0
2.25,Saturn,1.433e+12,1.88179e+09,0,-12.6243,9679.99,0,-6.49396e-05,-7.51958e-08,0
2.25,Uranus,2.877e+12,1.32192e+09,0,-3.12651,6800,0,-1.60829e-05,-6.52958e-09,0
2.25,Neptune,4.503e+12,1.05559e+09,0,-1.27571,5430,0,-6.5623e-06,-1.35964e-09,0
2.5,Sun,7221.74,36.0202,0,0.0607847,0.000454775,0,2.81328e-07,4.21e-09,0
2.5,Mercury,5.68853e+10,1.02854e+10,0,-8526.58,47182.2,0,-0.0391991,-0.00636478,0
2.5,Venus,1.07909e+11,7.55822e+09,0,-2448.01,34942.9,0,-0.0113213,-0.000713477,0
2.5,Earth,1.49448e+11,6.43052e+09,0,-1280.98,29755.2,0,-0.00592806,-0.000229543,0
2.5,Mars,2.27834e+11,5.19867e+09,0,-551.98,24064.3,0,-0.00255518,-5.24789e-05,0
2.5,Jupiter,7.78494e+11,2.82311e+09,0,-47.2935,13069.9,0,-0.000218951,-7.14965e-07,0
2.5,Saturn,1.433e+12,2.09088e+09,0,-14.027,9679.99,0,-6.49396e-05,-8.45953e-08,0
2.5,Uranus,2.877e+12,1.4688e+09,0,-3.4739,6800,0,-1.60829e-05,-7.34577e-09,0
2.5,Neptune,4.503e+12,1.17288e+09,0,-1.41746,5430,0,-6.5623e-06,-1.52959e-09,0
2.75,Sun,8665.93,48.0254,0,0.0668607,0.000555797,0,2.81296e-07,4.67697e-09,0
2.75,Mercury,5.66829e+10,1.13013e+10,0,-9370.95,47029.5,0,-0.0390912,-0.00706816,0
2.75,Venus,1.07851e+11,8.31261e+09,0,-2692.44,34925.8,0,-0.0113166,-0.000792687,0
2.75,Earth,1.49417e+11,7.07311e+09,0,-1409,29749.7,0,-0.00592713,-0.000255039,0
2.75,Mars,2.27821e+11,5.71843e+09,0,-607.169,24063.1,0,-0.00255507,-5.83094e-05,0
2.75,Jupiter,7.78493e+11,3.10542e+09,0,-52.0228,13069.9,0,-0.00021895,-7.94405e-07,0
2.75,Saturn,1.433e+12,2.29997e+09,0,-15.4297,9679.99,0,-6.49396e-05,-9.39948e-08,0
2.75,Uranus,2.877e+12,1.61568e+09,0,-3.82129,6800,0,-1.60829e-05,-8.16197e-09,0
2.75,Neptune,4.503e+12,1.29017e+09,0,-1.5592,5430,0,-6.5623e-06,-1.69955e-09,0
3,Sun,10241.3,62.4304,0,0.0729359,0.000666899,0,2.81259e-07,5.1436e-09,0
3,Mercury,5.64623e+10,1.23135e+10,0,-10212.7,46861.7,0,-0.0389706,-0.00776994,0
3,Venus,1.07788e+11,9.0666e+09,0,-2936.77,34907,0,-0.0113113,-0.000871871,0
3,Earth,1.49384e+11,7.71557e+09,0,-1537.01,29743.6,0,-0.00592609,-0.000280533,0
3,Mars,2.27807e+11,6.23817e+09,0,-662.356,24061.7,0,-0.00255494,-6.41397e-05,0
3,Jupiter,7.78492e+11,3.38773e+09,0,-56.7521,13069.9,0,-0.00021895,-8.73846e-07,0
3,Saturn,1.433e+12,2.50905e+09,0,-16.8324,9679.99,0,-6.49396e-05,-1.03394e-07,0
3,Uranus,2.877e+12,1.76256e+09,0,-4.16868,6800,0,-1.60829e-05,-8.97817e-09,0
3,Neptune,4.503e+12,1.40746e+09,0,-1.70095,5430,0,-6.5623e-06,-1.8695e-09,0
3.25,Sun,11948,79.4528,0,0.0790103,0.000788071,0,2.81219e-07,5.60983e-09,0
3.25,Mercury,5.62236e+10,1.33217e+10,0,-11051.6,46678.7,0,-0.0388374,-0.00846988,0
3.25,Venus,1.07719e+11,9.82015e+09,0,-3180.97,34886.4,0,-0.0113055,-0.000951024,0
3.25,Earth,1.49348e+11,8.35789e+09,0,-1664.99,29737,0,-0.00592494,-0.000306023,0
3.25,Mars,2.27792e+11,6.75787e+09,0,-717.54,24060.2,0,-0.0025548,-6.99698e-05,0
3.25,Jupiter,7.78491e+11,3.67004e+09,0,-61.4814,13069.9,0,-0.00021895,-9.53286e-07,0
3.25,Saturn,1.433e+12,2.71814e+09,0,-18.235,9679.98,0,-6.49396e-05,-1.12794e-07,0
3.25,Uranus,2.877e+12,1.90944e+09,0,-4.51607,6800,0,-1.60829e-05,-9.79436e-09,0
3.25,Neptune,4.503e+12,1.52474e+09,0,-1.84269,5430,0,-6.5623e-06,-2.03946e-09,0
3.5,Sun,13785.8,99.3097,0,0.0850836,0.000919305,0,2.81175e-07,6.07563e-09,0
3.5,Mercury,5.59668e+10,1.43257e+10,0,-11887.3,46480.7,0,-0.0386915,-0.00916776,0
3.5,Venus,1.07645e+11,1.05732e+10,0,-3425.03,34864.2,0,-0.0112991,-0.00103014,0
3.5,Earth,1.49309e+11,9.00006e+09,0,-1792.94,29729.9,0,-0.00592368,-0.000331509,0
3.5,Mars,2.27775e+11,7.27753e+09,0,-772.72,24058.5,0,-0.00255465,-7.57997e-05,0
3.5,Jupiter,7.78489e+11,3.95235e+09,0,-66.2107,13069.8,0,-0.000218949,-1.03273e-06,0
3.5,Saturn,1.433e+12,2.92723e+09,0,-19.6377,9679.98,0,-6.49395e-05,-1.22193e-07,0
3.5,Uranus,2.877e+12,2.05632e+09,0,-4.86346,6800,0,-1.60829e-05,-1.06106e-08,0
3.5,Neptune,4.503e+12,1.64203e+09,0,-1.98444,5430,0,-6.5623e-06,-2.20941e-09,0
3.75,Sun,15754.7,122.218,0,0.091156,0.00106059,0,2.81128e-07,6.54093e-09,0
3.75,Mercury,5.56921e+10,1.53251e+10,0,-12719.6,46267.6,0,-0.0385329,-0.00986333,0
3.75,Venus,1.07566e+11,1.13258e+10,0,-3668.94,34840.2,0,-0.0112922,-0.00110922,0
3.75,Earth,1.49268e+11,9.64206e+09,0,-1920.86,29722.2,0,-0.00592231,-0.00035699,0
3.75,Mars,2.27757e+11,7.79716e+09,0,-827.897,24056.8,0,-0.00255449,-8.16292e-05,0
3.75,Jupiter,7.78488e+11,4.23466e+09,0,-70.94,13069.8,0,-0.000218949,-1.11217e-06,0
3.75,Saturn,1.433e+12,3.13632e+09,0,-21.0404,9679.98,0,-6.49395e-05,-1.31593e-07,0
3.75,Uranus,2.877e+12,2.2032e+09,0,-5.21085,6800,0,-1.60829e-05,-1.14268e-08,0
3.75,Neptune,4.503e+12,1.75932e+09,0,-2.12619,5430,0,-6.5623e-06,-2.37937e-09,0
4,Sun,17854.9,148.396,0,0.0972273,0.00121191,0,2.81076e-07,7.0057e-09,0
4,Mercury,5.53995e+10,1.63196e+10,0,-13548.3,46039.6,0,-0.0383618,-0.0105564,0
4,Venus,1.07481e+11,1.20778e+10,0,-3912.69,34814.6,0,-0.0112847,-0.00118826,0
4,Earth,1.49224e+11,1.02839e+10,0,-2048.75,29713.9,0,-0.00592083,-0.000382466,0
4,Mars,2.27738e+11,8.31674e+09,0,-883.07,24054.9,0,-0.00255431,-8.74585e-05,0
4,Jupiter,7.78486e+11,4.51697e+09,0,-75.6693,13069.8,0,-0.000218949,-1.19161e-06,0
4,Saturn,1.433e+12,3.34541e+09,0,-22.4431,9679.98,0,-6.49395e-05,-1.40992e-07,0
4,Uranus,2.877e+12,2.35008e+09,0,-5.55824,6800,0,-1.60829e-05,-1.2243e-08,0
4,Neptune,4.503e+12,1.87661e+09,0,-2.26793,5430,0,-6.5623e-06,-2.54932e-09,0
4.25,Sun,20086.1,178.058,0,0.103297,0.00137326,0,2.81021e-07,7.46988e-09,0
4.25,Mercury,5.5089e+10,1.73088e+10,0,-14372.9,45796.7,0,-0.0381781,-0.0112466,0
4.25,Venus,1.07391e+11,1.28292e+10,0,-4156.27,34787.2,0,-0.0112767,-0.00126725,0
4.25,Earth,1.49177e+11,1.09255e+10,0,-2176.6,29705.1,0,-0.00591924,-0.000407936,0
4.25,Mars,2.27718e+11,8.83628e+09,0,-938.239,24052.9,0,-0.00255412,-9.32874e-05,0
4.25,Jupiter,7.78484e+11,4.79927e+09,0,-80.3986,13069.8,0,-0.000218948,-1.27105e-06,0
4.25,Saturn,1.433e+12,3.55449e+09,0,-23.8458,9679.97,0,-6.49395e-05,-1.50392e-07,0
4.25,Uranus,2.877e+12,2.49696e+09,0,-5.90563,6800,0,-1.60829e-05,-1.30592e-08,0
4.25,Neptune,4.503e+12,1.9939e+09,0,-2.40968,5430,0,-6.5623e-06,-2.71928e-09,0
4.5,Sun,22448.4,211.422,0,0.109366,0.00154462,0,2.80962e-07,7.93342e-09,0
4.5,Mercury,5.47608e+10,1.82924e+10,0,-15193.3,45538.9,0,-0.0379818,-0.0119339,0
4.5,Venus,1.07296e+11,1.35799e+10,0,-4399.66,34758.1,0,-0.0112681,-0.00134619,0
4.5,Earth,1.49127e+11,1.15669e+10,0,-2304.42,29695.7,0,-0.00591755,-0.0004334,0
4.5,Mars,2.27696e+11,9.35578e+09,0,-993.404,24050.7,0,-0.00255392,-9.91159e-05,0
4.5,Jupiter,7.78483e+11,5.08158e+09,0,-85.1279,13069.7,0,-0.000218948,-1.35049e-06,0
4.5,Saturn,1.43299e+12,3.76358e+09,0,-25.2485,9679.97,0,-6.49395e-05,-1.59791e-07,0
4.5,Uranus,2.877e+12,2.64384e+09,0,-6.25302,6800,0,-1.60829e-05,-1.38753e-08,0
4.5,Neptune,4.503e+12,2.11118e+09,0,-2.55142,5430,0,-6.5623e-06,-2.88923e-09,0
4.75,Sun,24941.7,248.703,0,0.115434,0.00172598,0,2.80899e-07,8.39628e-09,0
4.75,Mercury,5.4415e+10,1.92702e+10,0,-16009.2,45266.4,0,-0.0377731,-0.012618,0
4.75,Venus,1.07196e+11,1.43301e+10,0,-4642.85,34727.3,0,-0.011259,-0.00142507,0
4.75,Earth,1.49074e+11,1.22081e+10,0,-2432.2,29685.8,0,-0.00591574,-0.000458858,0
4.75,Mars,2.27673e+11,9.87523e+09,0,-1048.56,24048.5,0,-0.0025537,-0.000104944,0
4.75,Jupiter,7.78481e+11,5.36389e+09,0,-89.8571,13069.7,0,-0.000218947,-1.42992e-06,0
4.75,Saturn,1.43299e+12,3.97267e+09,0,-26.6512,9679.97,0,-6.49394e-05,-1.69191e-07,0
4.75,Uranus,2.877e+12,2.79072e+09,0,-6.60041,6800,0,-1.60829e-05,-1.46915e-08,0
4.75,Neptune,4.503e+12,2.22847e+09,0,-2.69317,5430,0,-6.5623e-06,-3.05919e-09,0
5,Sun,27566.1,290.118,0,0.1215,0.00191732,0,2.80833e-07,8.8584e-09,0
5,Mercury,5.40517e+10,2.02417e+10,0,-16820.3,44979.1,0,-0.0375519,-0.0132985,0
5,Venus,1.0709e+11,1.50795e+10,0,-4885.84,34694.8,0,-0.0112493,-0.0015039,0
5,Earth,1.49019e+11,1.28491e+10,0,-2559.94,29675.4,0,-0.00591382,-0.000484308,0
5,Mars,2.2765e+11,1.03946e+10,0,-1103.72,24046.1,0,-0.00255347,-0.000110772,0
5,Jupiter,7.78479e+11,5.64619e+09,0,-94.5864,13069.7,0,-0.000218947,-1.50936e-06,0
5,Saturn,1.43299e+12,4.18175e+09,0,-28.0539,9679.96,0,-6.49394e-05,-1.7859e-07,0
5,Uranus,2.877e+12,2.9376e+09,0,-6.9478,6800,0,-1.60829e-05,-1.55077e-08,0
5,Neptune,4.503e+12,2.34576e+09,0,-2.83491,5430,0,-6.5623e-06,-3.22914e-09,0
5.25,Sun,30321.5,335.88,0,0.127564,0.00211863,0,2.80762e-07,9.31974e-09,0
5.25,Mercury,5.3671e+10,2.12067e+10,0,-17626.4,44677.3,0,-0.0373183,-0.0139754,0
5.25,Venus,1.0698e+11,1.58281e+10,0,-5128.6,34660.7,0,-0.011239,-0.00158266,0
5.25,Earth,1.48961e+11,1.34899e+10,0,-2687.64,29664.3,0,-0.00591179,-0.000509751,0
5.25,Mars,2.27625e+11,1.0914e+10,0,-1158.87,24043.6,0,-0.00255323,-0.000116599,0
5.25,Jupiter,7.78476e+11,5.92849e+09,0,-99.3156,13069.6,0,-0.000218946,-1.5888e-06,0
5.25,Saturn,1.43299e+12,4.39084e+09,0,-29.4566,9679.96,0,-6.49394e-05,-1.87989e-07,0
5.25,Uranus,2.877e+12,3.08448e+09,0,-7.29519,6800,0,-1.60829e-05,-1.63239e-08,0
5.25,Neptune,4.503e+12,2.46305e+09,0,-2.97666,5430,0,-6.5623e-06,-3.3991e-09,0
5.5,Sun,33207.9,386.205,0,0.133627,0.00232988,0,2.80688e-07,9.78024e-09,0
5.5,Mercury,5.3273e+10,2.21649e+10,0,-18427.2,44360.8,0,-0.0370724,-0.0146484,0
5.5,Venus,1.06864e+11,1.6576e+10,0,-5371.13,34624.8,0,-0.0112282,-0.00166136,0
5.5,Earth,1.489e+11,1.41304e+10,0,-2815.28,29652.8,0,-0.00590966,-0.000535186,0
5.5,Mars,2.27598e+11,1.14332e+10,0,-1214.01,24040.9,0,-0.00255297,-0.000122426,0
5.5,Jupiter,7.78474e+11,6.2108e+09,0,-104.045,13069.6,0,-0.000218946,-1.66824e-06,0
5.5,Saturn,1.43299e+12,4.59993e+09,0,-30.8593,9679.95,0,-6.49394e-05,-1.97389e-07,0
5.5,Uranus,2.877e+12,3.23136e+09,0,-7.64258,6800,0,-1.60829e-05,-1.71401e-08,0
5.5,Neptune,4.503e+12,2.58034e+09,0,-3.11841,5430,0,-6.5623e-06,-3.56905e-09,0
5.75,Sun,36225.1,441.308,0,0.139688,0.00255107,0,2.8061e-07,1.02399e-08,0
5.75,Mercury,5.28577e+10,2.3116e+10,0,-19222.4,44030,0,-0.0368142,-0.0153172,0
5.75,Venus,1.06742e+11,1.73231e+10,0,-5613.42,34587.2,0,-0.0112169,-0.00173999,0
5.75,Earth,1.48837e+11,1.47706e+10,0,-2942.89,29640.7,0,-0.00590741,-0.000560613,0
5.75,Mars,2.27571e+11,1.19525e+10,0,-1269.15,24038.1,0,-0.0025527,-0.000128252,0
5.75,Jupiter,7.78472e+11,6.4931e+09,0,-108.774,13069.6,0,-0.000218945,-1.74768e-06,0
5.75,Saturn,1.43299e+12,4.80902e+09,0,-32.262,9679.95,0,-6.49393e-05,-2.06788e-07,0
5.75,Uranus,2.877e+12,3.37824e+09,0,-7.98997,6800,0,-1.60829e-05,-1.79563e-08,0
5.75,Neptune,4.503e+12,2.69762e+09,0,-3.26015,5430,0,-6.5623e-06,-3.73901e-09,0
6,Sun,39373.3,501.403,0,0.145747,0.00278215,0,2.80529e-07,1.06986e-08,0
6,Mercury,5.24255e+10,2.40596e+10,0,-20011.7,43684.8,0,-0.0365437,-0.0159817,0
6,Venus,1.06616e+11,1.80693e+10,0,-5855.44,34547.9,0,-0.011205,-0.00181855,0
6,Earth,1.4877e+11,1.54106e+10,0,-3070.43,29628,0,-0.00590506,-0.000586031,0
6,Mars,2.27542e+11,1.24716e+10,0,-1324.28,24035.2,0,-0.00255242,-0.000134078,0
6,Jupiter,7.78469e+11,6.7754e+09,0,-113.503,13069.5,0,-0.000218945,-1.82712e-06,0
6,Saturn,1.43299e+12,5.0181e+09,0,-33.6647,9679.94,0,-6.49393e-05,-2.16188e-07,0
6,Uranus,2.877e+12,3.52512e+09,0,-8.33736,6800,0,-1.60829e-05,-1.87725e-08,0
6,Neptune,4.503e+12,2.81491e+09,0,-3.4019,5430,0,-6.5623e-06,-3.90896e-09,0
6.25,Sun,42652.3,566.703,0,0.151805,0.00302313,0,2.80444e-07,1.11563e-08,0
6.25,Mercury,5.19763e+10,2.49954e+10,0,-20794.9,43325.3,0,-0.0362611,-0.0166415,0
6.25,Venus,1.06484e+11,1.88147e+10,0,-6097.2,34506.9,0,-0.0111925,-0.00189703,0
6.25,Earth,1.48701e+11,1.60503e+10,0,-3197.93,29614.8,0,-0.00590259,-0.000611439,0
6.25,Mars,2.27513e+11,1.29907e+10,0,-1379.41,24032.2,0,-0.00255212,-0.000139903,0
6.25,Jupiter,7.78467e+11,7.0577e+09,0,-118.232,13069.5,0,-0.000218944,-1.90656e-06,0
6.25,Saturn,1.43299e+12,5.22719e+09,0,-35.0673,9679.94,0,-6.49393e-05,-2.25587e-07,0
6.25,Uranus,2.877e+12,3.672e+09,0,-8.68475,6799.99,0,-1.60829e-05,-1.95887e-08,0
6.25,Neptune,4.503e+12,2.9322e+09,0,-3.54364,5430,0,-6.5623e-06,-4.07892e-09,0
6.5,Sun,46062,637.42,0,0.157861,0.00327397,0,2.80355e-07,1.1613e-08,0
6.5,Mercury,5.15104e+10,2.59232e+10,0,-21571.8,42951.7,0,-0.0359665,-0.0172965,0
6.5,Venus,1.06347e+11,1.95591e+10,0,-6338.68,34464.3,0,-0.0111795,-0.00197542,0
6.5,Earth,1.48629e+11,1.66897e+10,0,-3325.37,29601.1,0,-0.00590002,-0.000636837,0
6.5,Mars,2.27482e+11,1.35098e+10,0,-1434.53,24029.1,0,-0.00255181,-0.000145727,0
6.5,Jupiter,7.78464e+11,7.34e+09,0,-122.962,13069.4,0,-0.000218943,-1.986e-06,0
6.5,Saturn,1.43299e+12,5.43628e+09,0,-36.47,9679.93,0,-6.49392e-05,-2.34987e-07,0
6.5,Uranus,2.877e+12,3.81888e+09,0,-9.03214,6799.99,0,-1.60829e-05,-2.04049e-08,0
6.5,Neptune,4.503e+12,3.04949e+09,0,-3.68539,5430,0,-6.5623e-06,-4.24887e-09,0
6.75,Sun,49602.6,713.769,0,0.163914,0.00353465,0,2.80262e-07,1.20686e-08,0
6.75,Mercury,5.10278e+10,2.68425e+10,0,-22342.1,42564.1,0,-0.0356598,-0.0179464,0
6.75,Venus,1.06205e+11,2.03026e+10,0,-6579.87,34419.9,0,-0.011166,-0.00205373,0
6.75,Earth,1.48555e+11,1.73287e+10,0,-3452.75,29586.7,0,-0.00589734,-0.000662226,0
6.75,Mars,2.27449e+11,1.40287e+10,0,-1489.64,24025.8,0,-0.00255149,-0.000151551,0
6.75,Jupiter,7.78461e+11,7.6223e+09,0,-127.691,13069.4,0,-0.000218942,-2.06543e-06,0
6.75,Saturn,1.43299e+12,5.64536e+09,0,-37.8727,9679.93,0,-6.49392e-05,-2.44386e-07,0
6.75,Uranus,2.877e+12,3.96576e+09,0,-9.37953,6799.99,0,-1.60829e-05,-2.12211e-08,0
6.75,Neptune,4.503e+12,3.16678e+09,0,-3.82713,5430,0,-6.5623e-06,-4.41883e-09,0
7,Sun,53273.9,795.96,0,0.169966,0.00380515,0,2.80166e-07,1.2523e-08,0
7,Mercury,5.05287e+10,2.77533e+10,0,-23105.4,42162.5,0,-0.0353412,-0.0185911,0
7,Venus,1.06058e+11,2.10451e+10,0,-6820.75,34373.9,0,-0.0111519,-0.00213196,0
7,Earth,1.48478e+11,1.79675e+10,0,-3580.08,29571.9,0,-0.00589454,-0.000687603,0
7,Mars,2.27416e+11,1.45476e+10,0,-1544.75,24022.4,0,-0.00255115,-0.000157374,0
7,Jupiter,7.78459e+11,7.9046e+09,0,-132.42,13069.4,0,-0.000218942,-2.14487e-06,0
7,Saturn,1.43299e+12,5.85445e+09,0,-39.2754,9679.92,0,-6.49392e-05,-2.53786e-07,0
7,Uranus,2.877e+12,4.11264e+09,0,-9.72692,6799.99,0,-1.60829e-05,-2.20373e-08,0
7,Neptune,4.503e+12,3.28406e+09,0,-3.96888,5430,0,-6.5623e-06,-4.58878e-09,0
7.25,Sun,57075.8,884.205,0,0.176015,0.00408544,0,2.80066e-07,1.29763e-08,0
